id,series,date,title,area,category,n_coords,lon,lat,depth_triples,description
181617,NW-C-2150-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0470-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6050869,42.5460815,[],Shoal located in area bounded by: 42 32.765N 082 36.305W 42 32.895N 082 35.940W 42 32.889N 082 35.936W 42 32.759N 082 36.302W Depth: 6.9 metres In Force Shoals number CNA1121/26 refers.
181618,NW-C-2151-26,2026-06-04,Newly Discovered Dangers Cancels NW-C-0469-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.6049093,42.5460286,[],Shoal located in area bounded by: 42 32.762N 082 36.295W 42 32.867N 082 36.000W 42 32.862N 082 35.997W 42 32.757N 082 36.292W Depth: 7.7 metres In Force Shoals number CNA1122/26 refers.
181629,NW-C-2145-26,2026-06-04,Submerged Object,Lake Huron Vicinity Murphy road Beach,Submerged Object,1,-82.36225510034855,43.01976765508999,[],Submerged object reported in 43 01.19N 082 21.74W at 042047 UTC Jun 2026.
181657,NW-C-2168-26,2026-06-05,Shallow Depth Confirmed,Kingston to Cornwall Vicinity Maitland,Shallow Depth Confirmed,1,-75.62191666666666,44.61475,[],Shallow depth confirmed at 44 36.885N 075 37.315W at 051643 UTC Jun 2026. Depth 3.6 metres.
181740,NW-C-2208-26,2026-06-08,Newly Discovered Dangers Cancels NW-C-0438-26,St. Clair River,Shallow Depth Confirmed,4,-82.481531,42.7360794,[],Shoal located in area bounded by: 42 44.165N 082 28.892W 42 44.212N 082 28.865W 42 44.208N 082 28.854W 42 44.161N 082 28.881W Depth: 8.1 metres In Force Shoals number CNA1123/26 refers.
181793,NW-C-2230-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0447-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.5769187,42.5670339,[],Shoal located in area bounded by: 42 34.022N 082 34.615W 42 34.048N 082 34.580W 42 34.045N 082 34.576W 42 34.019N 082 34.610W Depth: 7.5 metres In Force Shoals number CNA1124/26 refers.
181795,NW-C-2231-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0446-26,Lake St. Clair St. Clair River,Shallow Depth Confirmed,4,-82.5754815,42.5680954,[],Shoal located in area bounded by: 42 34.086N 082 34.529W 42 34.091N 082 34.522W 42 34.088N 082 34.518W 42 34.083N 082 34.525W Depth: 8.1 metres In Force Shoals number CNA1125/26 refers.
181796,NW-C-2232-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0445-26,St. Clair River,Shallow Depth Confirmed,4,-82.5712247,42.5715356,[],Shoal located in area bounded by: 42 34.292N 082 34.273W 42 34.308N 082 34.253W 42 34.295N 082 34.236W 42 34.280N 082 34.256W Depth: 7.9 metres In Force Shoals number CNA1126/26 refers.
181797,NW-C-2233-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0444-26,St. Clair River,Shallow Depth Confirmed,4,-82.5707313,42.572004,[],Shoal located in area bounded by: 42 34.320N 082 34.244W 42 34.371N 082 34.165W 42 34.354N 082 34.145W 42 34.303N 082 34.224W Depth: 7.8 metres In Force Shoals number CNA1127/26 refers.
181798,NW-C-2234-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0443-26,St. Clair River,Shallow Depth Confirmed,4,-82.5243139,42.6050043,[],Shoal located in area bounded by: 42 36.300N 082 31.459W 42 36.364N 082 31.357W 42 36.355N 082 31.347W 42 36.291N 082 31.448W Depth: 2.9 metres In Force Shoals number CNA1128/26 refers.
181799,NW-C-2235-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0442-26,St. Clair River,Shallow Depth Confirmed,4,-82.5213236,42.6075234,[],Shoal located in area bounded by: 42 36.451N 082 31.279W 42 36.509N 082 31.225W 42 36.507N 082 31.222W 42 36.450N 082 31.276W Depth: 7.4 metres In Force Shoals number CNA1129/26 refers.
181800,NW-C-2236-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0441-26,St. Clair River,Shallow Depth Confirmed,4,-82.5180878,42.6115978,[],Shoal located in area bounded by: 42 36.696N 082 31.085W 42 36.705N 082 31.081W 42 36.704N 082 31.075W 42 36.694N 082 31.079W Depth: 5.0 metres In Force Shoals number CNA1130/26 refers.
181801,NW-C-2237-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0440-26,St. Clair River,Shallow Depth Confirmed,4,-82.515473,42.6172652,[],Shoal located in area bounded by: 42 37.036N 082 30.928W 42 37.041N 082 30.926W 42 37.041N 082 30.922W 42 37.035N 082 30.925W Depth: 8.2 metres In Force Shoals number CNA1131/26 refers.
181802,NW-C-2238-26,2026-06-09,Newly Discovered Dangers Cancels NW-C-0439-26,St. Clair River,Shallow Depth Confirmed,4,-82.5153966,42.6177084,[],Shoal located in area bounded by: 42 37.063N 082 30.924W 42 37.071N 082 30.920W 42 37.068N 082 30.908W 42 37.060N 082 30.912W Depth: 7.8 metres In Force Shoals number CNA1132/26 refers.
181810,NW-C-2242-26,2026-06-09,Aids to Navigation,Ottawa River 1,Buoys Aids Rockcliffe Yacht Club information light buoy PRIV LL 1295.86 Rockcliffe Yacht Club information light buoy PRIV LL 1295.9 Rockcliffe Yacht Club information light buoy PRIV LL 1295.88 Rockcliffe Yacht Club information light buoy PRIV LL 1295.84 Rockcliffe Yacht Club information light buoy PRIV LL 1295.92 Rockcliffe Yacht Club information light buoy PRIV LL 1295.82,6,-75.64463333333333,45.465066666666665,[],Changed from lit to unlit.
181882,NW-C-2278-26,2026-06-11,Semi-submerged Object,Port of Montreal Vicinity Section 16-17,Submerged Object,1,-73.5495,45.506,[],"Semi-submerged yellow metallic cylinder showing ""DANGER"" reported in 45 30.360N 073 32.970W at 110129 UTC Jun 2026. Cylinder measures 3 metres in length."
181890,NW-N-0380-26,2026-06-11,Shallow Depth Reported Cancels NW-N-0364-26,East Coast,Shallow Depth Reported,5,-53.123266666666666,48.64995,[],A sounding survey of Bonavista Harbour identified shallower depths at the following locations: Latitude Longitude Depth (m) 48 38.997N 053 07.396W 8.8 Latitude Longitude Depth (m) 48 38.921N 053 06.971W 1.1 Latitude Longitude Depth (m) 48 38.919N 053 06.811W 1.1 Latitude Longitude Depth (m) 48 39.021N 053 06.893W 3.6 Latitude Longitude Depth (m) 48 39.042N 053 06.897W 1.3
181932,NW-C-2303-26,2026-06-11,Newly Discovered Dangers Cancels NW-C-0285-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.9088891,46.6488145,[],Shoal located in area bounded by: 46 38.929N 071 54.533W 46 38.928N 071 54.534W 46 38.929N 071 54.536W 46 38.930N 071 54.535W Depth: 10.4 metres In Force Shoals number Q5124/26 refers.
181969,NW-C-2329-26,2026-06-12,Newly Discovered Dangers Cancels NW-C-0436-26,St. Clair River,Shallow Depth Confirmed,4,-82.4131155,42.9777267,[],Shoal located in area bounded by: 42 58.664N 082 24.787W 42 58.697N 082 24.801W 42 58.700N 082 24.790W 42 58.666N 082 24.776W Depth: 8.2 metres In Force Shoals number CNA1133/26 refers.
181970,NW-C-2330-26,2026-06-12,Newly Discovered Dangers Cancels NW-C-0435-26,St. Clair River,Shallow Depth Confirmed,4,-82.4138373289685,42.9783133406203,[],Shoal located in area bounded by: 42 58.699N 082 24.830W 42 58.700N 082 24.831W 42 58.701N 082 24.829W 42 58.699N 082 24.828W Depth: 8.2 metres In Force Shoals number CNA1134/26 refers.
181971,NW-C-2331-26,2026-06-12,Newly Discovered Dangers Cancels NW-C-0434-26,St. Clair River,Shallow Depth Confirmed,4,-82.4135388,42.9784878,[],Shoal located in area bounded by: 42 58.709N 082 24.812W 42 58.748N 082 24.829W 42 58.752N 082 24.813W 42 58.713N 082 24.796W Depth: 7.6 metres In Force Shoals number CNA1135/26 refers.
181991,NW-N-0386-26,2026-06-13,Shallow Depth Reported,East Coast,Shallow Depth Reported,0,,,[],Sounding surveys near Catalina and Port Union have identified shallower depths at the following locations: 48 30.915N 053 04.312W - Depth 8.0m 48 30.874N 053 04.188W - Depth 6.0m 48 30.783N 053 04.319W - Depth 3.9m 48 30.775N 053 04.201W - Depth 2.4m 48 30.596N 053 03.817W - Depth 6.0m 48 30.580N 053 03.743W - Depth 5.4m 48 30.812N 053 03.211W - Depth 5.5m 48 30.763N 053 02.648W - Depth 8.2m 48 30
182067,NW-C-2377-26,2026-06-15,Shallow Depth Reported,Lake Superior Vicinity Nipigon River,Shallow Depth Reported,5,-88.25874746239279,49.00994412169601,[],Due to silting in the Nipigon River depths may be less than charted. Buoys have not been placed due to the lower than charted depths.
182142,NW-C-2407-26,2026-06-17,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.7165616,46.2570982,[],Shoal located in area bounded by: 46 15.426N 072 42.994W 46 15.438N 072 42.957W 46 15.434N 072 42.955W 46 15.422N 072 42.991W Depth: 11.0 metres In Force Shoals number Q5125/26 refers.
182143,NW-C-2408-26,2026-06-17,Newly Discovered Dangers Cancels NW-C-1119-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.7028162,46.2645129,[],Shoal located in area bounded by: 46 15.871N 072 42.169W 46 15.920N 072 42.012W 46 15.909N 072 42.005W 46 15.859N 072 42.161W Depth: 10.1 metres In Force Shoals number Q5126/26 refers.
182166,NW-M-0812-26,2026-06-17,Submerged Object,Northumberland Strait Vicinity Cap Bimet,Submerged Object,1,-64.458923,46.23867,[],Submerged breakwater reported in 46 14.320N 064 27.535W. Caution.
182219,NW-C-2441-26,2026-06-19,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.3270383,46.5008174,[],Shoal located in area bounded by: 46 30.049N 084 19.622W 46 30.046N 084 19.611W 46 30.044N 084 19.613W 46 30.046N 084 19.624W Depth: 8.3 metres In Force Shoals number CNA1136/26 refers.
182220,NW-C-2442-26,2026-06-19,Newly Discovered Dangers Cancels NW-C-0479-26,St. Marys River,Shallow Depth Confirmed,4,-84.3205081,46.4992149,[],Shoal located in area bounded by: 46 29.953N 084 19.230W 46 29.925N 084 19.116W 46 29.904N 084 19.126W 46 29.932N 084 19.241W Depth: 8.2 metres In Force Shoals number CNA1137/26 refers.
182221,NW-C-2443-26,2026-06-19,Newly Discovered Dangers Reference NW-C-0479-26,St. Marys River,Shallow Depth Confirmed,4,-84.3212107,46.4994528,[],Shoal located in area bounded by: 46 29.967N 084 19.273W 46 29.929N 084 19.114W 46 29.925N 084 19.115W 46 29.963N 084 19.275W Depth: 7.8 metres In Force Shoals number CNA1138/26 refers.
182222,NW-C-2444-26,2026-06-19,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.3153205,46.4980444,[],Shoal located in area bounded by: 46 29.883N 084 18.919W 46 29.872N 084 18.876W 46 29.869N 084 18.878W 46 29.880N 084 18.921W Depth: 7.8 metres In Force Shoals number CNA1139/26 refers.
182223,NW-C-2445-26,2026-06-19,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.306327,46.495898,[],Shoal located in area bounded by: 46 29.754N 084 18.380W 46 29.750N 084 18.364W 46 29.747N 084 18.365W 46 29.751N 084 18.381W Depth: 8.2 metres In Force Shoals number CNA1140/26 refers.
182327,NW-C-2482-26,2026-06-22,Submerged Object Cancels NW-C-1850-26,Montréal to Trois-Rivières Vicinity Tracy,Submerged Object,1,-73.17435,46.0041,[],Anchor with four shackles of chain reported in 46 00.246N 073 10.461W at 242240 UTC May 2026.
182365,NW-C-2503-26,2026-06-23,Submerged Object,Lake of Two Mountains - west Vicinity Saint-Placide,Submerged Object,4,-74.17592590141653,45.52309032971313,[],Submerged old dock with multiple metal posts reported in the vicinity of 45 31.42N 074 10.48W.
182370,NW-C-2506-26,2026-06-23,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.5019467563262,46.4555334441816,[],Shoal located in area bounded by: 46 27.332N 084 30.117W 46 27.332N 084 30.115W 46 27.331N 084 30.115W 46 27.331N 084 30.116W Depth: 6.7 metres In Force Shoals number CNA1141/26 refers.
182372,NW-C-2511-26,2026-06-23,Newly Discovered Dangers Cancels NW-C-0483-26,St. Marys River,Shallow Depth Confirmed,4,-84.4857268,46.4561214,[],Shoal located in area bounded by: 46 27.367N 084 29.144W 46 27.411N 084 28.926W 46 27.406N 084 28.924W 46 27.362N 084 29.142W Depth: 8.5 metres In Force Shoals number CNA1142/26 refers.
182373,NW-C-2507-26,2026-06-23,Newly Discovered Dangers Cancels NW-C-0482-26,St. Marys River,Shallow Depth Confirmed,4,-84.4817178,46.4570317,[],Shoal located in area bounded by: 46 27.422N 084 28.903W 46 27.467N 084 28.676W 46 27.459N 084 28.672W 46 27.414N 084 28.900W Depth: 7.9 metres In Force Shoals number CNA1143/26 refers.
182374,NW-C-2508-26,2026-06-23,Newly Discovered Dangers Reference NW-C-0482-26,St. Marys River,Shallow Depth Confirmed,4,-84.4816634,46.4568957,[],Shoal located in area bounded by: 46 27.414N 084 28.900W 46 27.459N 084 28.671W 46 27.456N 084 28.670W 46 27.411N 084 28.899W Depth: 7.3 metres In Force Shoals number CNA1144/26 refers.
182375,NW-C-2510-26,2026-06-23,Newly Discovered Dangers Reference NW-C-0490-26,St. Marys River,Shallow Depth Confirmed,4,-84.4881939,46.4589862,[],Shoal located in area bounded by: 46 27.539N 084 29.292W 46 27.591N 084 29.030W 46 27.587N 084 29.028W 46 27.535N 084 29.290W Depth: 7.9 metres In Force Shoals number CNA1145/26 refers.
182376,NW-C-2509-26,2026-06-23,Newly Discovered Dangers Cancels NW-C-0490-26,St. Marys River,Shallow Depth Confirmed,4,-84.4904998,46.45865,[],Shoal located in area bounded by: 46 27.519N 084 29.430W 46 27.622N 084 28.912W 46 27.615N 084 28.909W 46 27.512N 084 29.427W Depth: 6.3 metres In Force Shoals number CNA1146/26 refers.
182377,NW-C-2512-26,2026-06-23,Newly Discovered Dangers Cancels NW-C-0480-26,St. Marys River,Shallow Depth Confirmed,4,-84.4718475,46.4604744,[],Shoal located in area bounded by: 46 27.628N 084 28.311W 46 27.719N 084 28.098W 46 27.709N 084 28.089W 46 27.618N 084 28.302W Depth: 7.8 metres In Force Shoals number CNA1147/26 refers.
182380,NW-C-2513-26,2026-06-23,Newly Discovered Dangers Cancels NW-C-0477-26,St. Marys River,Shallow Depth Confirmed,4,-84.4700443,46.4656659,[],Shoal located in area bounded by: 46 27.940N 084 28.203W 46 28.104N 084 28.061W 46 28.100N 084 28.053W 46 27.936N 084 28.194W Depth: 7.9 metres In Force Shoals number CNA1149/26 refers.
182381,NW-C-2514-26,2026-06-23,Newly Discovered Dangers Reference NW-C-0477-26,St. Marys River,Shallow Depth Confirmed,4,-84.4704437,46.4653499,[],Shoal located in area bounded by: 46 27.921N 084 28.227W 46 28.115N 084 28.059W 46 28.113N 084 28.053W 46 27.919N 084 28.221W Depth: 7.4 metres In Force Shoals number CNA1150/26 refers.
182390,NW-C-2516-26,2026-06-23,Newly Discovered Dangers Reference NW-C-0480-26,St. Marys River,Shallow Depth Confirmed,4,-84.4720121,46.4601693,[],Shoal located in area bounded by: 46 27.610N 084 28.321W 46 27.709N 084 28.089W 46 27.706N 084 28.086W 46 27.607N 084 28.318W Depth: 7.4 metres In Force Shoals number CNA1148/26 refers.
182401,NW-C-2522-26,2026-06-23,Shallow Depth Confirmed,Kingston to Cornwall Vicinity Iroquois,Shallow Depth Confirmed,1,-75.26781755555555,44.852805000000004,"[[44.8528, -75.26781666666666, 2.9]]","Shallow depth and crib confirmed at 44 51.168N 075 16.069W, 2.9 metres. Canadian Hydrographic Service Electronic Navigational Chart ENC CA53VLTA refers."
182418,NW-A-0098-26,2026-06-24,Submerged Object,Wrigley Harbour mile 0 to Axe Point mile 91 Vicinity Fort Providence,Submerged Object,1,-117.60616666666667,61.308527777777776,[],The hydrokinetic generator placed last year in 61 18.512N 117 36.370W reported missing.
182446,NW-A-0100-26,2026-06-25,Shallow Depth Confirmed,Ungava,Shallow Depth Confirmed,0,,,[],43 shoals of unknown depth confirmed at 251518 UTC Jun 2026 in the following coordinates: 58 38.805N 067 26.490W 58 40.330N 067 27.474W 58 40.423N 067 24.995W 58 41.359N 067 24.926W 58 41.948N 067 26.549W 58 42.280N 067 24.804W 58 42.794N 067 25.565W 58 42.629N 067 25.804W 58 40.647N 067 18.243W 58 40.706N 067 18.553W 58 38.102N 067 17.292W 58 38.234N 067 16.348W 58 38.378N 067 18.018W 58 38.159N 
182455,NW-C-2554-26,2026-06-25,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.3931661,46.5019033,[],Shoal located in area bounded by: 46 30.114N 084 23.590W 46 30.120N 084 23.579W 46 30.118N 084 23.576W 46 30.111N 084 23.587W Depth: 6.8 metres In Force Shoals number CNA1161/26 refers.
182456,NW-C-2555-26,2026-06-25,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.39462,46.5014268,[],Shoal located in area bounded by: 46 30.086N 084 23.677W 46 30.099N 084 23.601W 46 30.092N 084 23.598W 46 30.079N 084 23.675W Depth: 8.3 metres In Force Shoals number CNA1162/26 refers.
182457,NW-C-2556-26,2026-06-25,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.39162897548,46.5009258103394,[],Shoal located in area bounded by: 46 30.056N 084 23.498W 46 30.056N 084 23.496W 46 30.054N 084 23.495W 46 30.054N 084 23.497W Depth: 8.4 metres In Force Shoals number CNA1163/26 refers.
182458,NW-C-2557-26,2026-06-25,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.3945194,46.5005336,[],Shoal located in area bounded by: 46 30.032N 084 23.671W 46 30.034N 084 23.662W 46 30.022N 084 23.658W 46 30.021N 084 23.667W Depth: 8.4 metres In Force Shoals number CNA1164/26 refers.
182459,NW-C-2558-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0500-26,St. Marys River,Shallow Depth Confirmed,4,-84.3712747,46.5120955,[],Shoal located in area bounded by: 46 30.726N 084 22.276W 46 30.752N 084 21.953W 46 30.747N 084 21.952W 46 30.721N 084 22.276W Depth: 3.9 metres In Force Shoals number CNA1151/26 refers.
182460,NW-C-2559-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0499-26,St. Marys River,Shallow Depth Confirmed,4,-84.3664984742097,46.5125392203716,[],Shoal located in area bounded by: 46 30.752N 084 21.990W 46 30.753N 084 21.988W 46 30.751N 084 21.988W 46 30.751N 084 21.990W Depth: 6.7 metres In Force Shoals number CNA1152/26 refers.
182461,NW-C-2560-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0498-26,St. Marys River,Shallow Depth Confirmed,4,-84.3661218,46.5133236,[],Shoal located in area bounded by: 46 30.799N 084 21.967W 46 30.799N 084 21.952W 46 30.795N 084 21.953W 46 30.795N 084 21.967W Depth: 3.6 metres In Force Shoals number CNA1153/26 refers.
182462,NW-C-2561-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0497-26,St. Marys River,Shallow Depth Confirmed,4,-84.3689528,46.5133496,[],Shoal located in area bounded by: 46 30.801N 084 22.137W 46 30.800N 084 22.055W 46 30.792N 084 22.055W 46 30.793N 084 22.137W Depth: 4.7 metres In Force Shoals number CNA1154/26 refers.
182463,NW-C-2562-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0496-26,St. Marys River,Shallow Depth Confirmed,4,-84.371931,46.5133638,[],Shoal located in area bounded by: 46 30.802N 084 22.316W 46 30.802N 084 22.312W 46 30.797N 084 22.312W 46 30.797N 084 22.316W Depth: 6.7 metres In Force Shoals number CNA1155/26 refers.
182464,NW-C-2563-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0495-26,St. Marys River,Shallow Depth Confirmed,4,-84.3764352,46.5113413,[],Shoal located in area bounded by: 46 30.680N 084 22.586W 46 30.697N 084 22.558W 46 30.693N 084 22.553W 46 30.677N 084 22.582W Depth: 7.1 metres In Force Shoals number CNA1156/26 refers.
182465,NW-C-2564-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0494-26,St. Marys River,Shallow Depth Confirmed,4,-84.3809737,46.5090475,[],Shoal located in area bounded by: 46 30.543N 084 22.858W 46 30.587N 084 22.781W 46 30.573N 084 22.764W 46 30.529N 084 22.841W Depth: 7.1 metres In Force Shoals number CNA1157/26 refers.
182466,NW-C-2565-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0493-26,St. Marys River,Shallow Depth Confirmed,4,-84.390627,46.5037835,[],Shoal located in area bounded by: 46 30.227N 084 23.438W 46 30.250N 084 23.397W 46 30.233N 084 23.376W 46 30.210N 084 23.417W Depth: 6.9 metres In Force Shoals number CNA1158/26 refers.
182467,NW-C-2566-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0488-26 Cancels NW-C-0486-26,St. Marys River,Shallow Depth Confirmed,4,-84.391997,46.5029576,[],Shoal located in area bounded by: 46 30.177N 084 23.520W 46 30.187N 084 23.503W 46 30.169N 084 23.481W 46 30.159N 084 23.498W Depth: 6.9 metres In Force Shoals number CNA1159/26 refers.
182468,NW-C-2567-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0491-26,St. Marys River,Shallow Depth Confirmed,4,-84.3931038,46.5033571,[],Shoal located in area bounded by: 46 30.201N 084 23.586W 46 30.203N 084 23.584W 46 30.201N 084 23.582W 46 30.200N 084 23.585W Depth: 7.2 metres In Force Shoals number CNA1160/26 refers.
182469,NW-C-2568-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0484-26,St. Marys River,Shallow Depth Confirmed,4,-84.3986375,46.5007425,[],Shoal located in area bounded by: 46 30.045N 084 23.918W 46 30.059N 084 23.836W 46 30.036N 084 23.828W 46 30.022N 084 23.910W Depth: 7.9 metres In Force Shoals number CNA1165/26 refers.
182470,NW-C-2569-26,2026-06-25,Newly Discovered Dangers Cancels NW-C-0481-26,St. Marys River,Shallow Depth Confirmed,4,-84.4048005,46.4996894,[],Shoal located in area bounded by: 46 29.981N 084 24.288W 46 29.987N 084 24.255W 46 29.983N 084 24.254W 46 29.977N 084 24.287W Depth: 7.5 metres In Force Shoals number CNA1166/26 refers.
182576,NW-N-0428-26,2026-06-27,Aids to Navigation Cancels NW-N-0062-26,Southwest Coast,Buoys Aids Ducie Rock light and bell buoy VD1 LL 116.5,1,-55.38003333333333,47.59952222222222,[],Missing
182629,NW-C-2661-26,2026-06-29,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.1070906375118,46.2421698898128,[],Shoal located in area bounded by: 46 14.530N 084 06.425W 46 14.532N 084 06.425W 46 14.531N 084 06.423W 46 14.530N 084 06.423W Depth: 8.1 metres In Force Shoals number CNA1167/26 refers.
182630,NW-C-2662-26,2026-06-29,Newly Discovered Dangers Cancels NW-C-0516-26,St. Marys River,Shallow Depth Confirmed,4,-84.1035868093668,46.2461429754097,[],Shoal located in area bounded by: 46 14.769N 084 06.215W 46 14.770N 084 06.215W 46 14.770N 084 06.213W 46 14.768N 084 06.213W Depth: 6.3 metres In Force Shoals number CNA1168/26 refers.
182631,NW-C-2666-26,2026-06-29,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.103653164079,46.246619261478,[],Shoal located in area bounded by: 46 14.797N 084 06.219W 46 14.798N 084 06.219W 46 14.798N 084 06.217W 46 14.797N 084 06.217W Depth: 6.3 metres In Force Shoals number CNA1169/26 refers.
182632,NW-C-2665-26,2026-06-29,Newly Discovered Dangers Cancels NW-C-0515-26,St. Marys River,Shallow Depth Confirmed,4,-84.1033893,46.2466901,[],Shoal located in area bounded by: 46 14.801N 084 06.203W 46 14.819N 084 06.196W 46 14.817N 084 06.186W 46 14.799N 084 06.194W Depth: 6.2 metres In Force Shoals number CNA1170/26 refers.
182633,NW-C-2664-26,2026-06-29,Newly Discovered Dangers Cancels NW-C-0514-26,St. Marys River,Shallow Depth Confirmed,4,-84.1031917,46.2473367,[],Shoal located in area bounded by: 46 14.840N 084 06.192W 46 14.862N 084 06.182W 46 14.859N 084 06.168W 46 14.837N 084 06.178W Depth: 6.3 metres In Force Shoals number CNA1171/26 refers.
182634,NW-C-2663-26,2026-06-29,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.102311066363,46.2494112386525,[],Shoal located in area bounded by: 46 14.965N 084 06.139W 46 14.966N 084 06.138W 46 14.966N 084 06.136W 46 14.964N 084 06.137W Depth: 6.3 metres In Force Shoals number CNA1172/26 refers.
182652,NW-C-2671-26,2026-06-29,Shallow Depth Confirmed,Anticosti Vicinity Rivière-au-Renard,Shallow Depth Confirmed,1,-64.3909,48.99896666666667,[],Shallow depth confirmed at 48 59.938N 064 23.454W 0.2 metre.
182692,NW-C-2683-26,2026-06-30,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.11591,46.2769328,[],Shoal located in area bounded by: 46 16.616N 084 06.955W 46 16.645N 084 06.957W 46 16.645N 084 06.957W 46 16.616N 084 06.954W Depth: 6.3 metres In Force Shoals number CNA1173/26 refers.
182693,NW-C-2684-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0501-26 Cancels NW-C-0502-26,St. Marys River,Shallow Depth Confirmed,4,-84.1156118,46.269591,[],Shoal located in area bounded by: 46 16.175N 084 06.937W 46 16.246N 084 06.943W 46 16.248N 084 06.913W 46 16.177N 084 06.907W Depth: 8.3 metres In Force Shoals number CNA1174/26 refers.
182694,NW-C-2685-26,2026-06-30,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.1139532,46.2680939,[],Shoal located in area bounded by: 46 16.086N 084 06.837W 46 16.110N 084 06.873W 46 16.111N 084 06.872W 46 16.087N 084 06.836W Depth: 8.3 metres In Force Shoals number CNA1175/26 refers.
182695,NW-C-2686-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0505-26,St. Marys River,Shallow Depth Confirmed,4,-84.1129765,46.2669152,[],Shoal located in area bounded by: 46 16.015N 084 06.779W 46 16.025N 084 06.793W 46 16.028N 084 06.789W 46 16.018N 084 06.774W Depth: 8.4 metres In Force Shoals number CNA1176/26 refers.
182698,NW-C-2689-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0506-26,St. Marys River,Shallow Depth Confirmed,4,-84.1079346,46.2652894,[],Shoal located in area bounded by: 46 15.917N 084 06.476W 46 15.964N 084 06.544W 46 15.981N 084 06.521W 46 15.934N 084 06.453W Depth: 5.1 metres In Force Shoals number CNA1177/26 refers.
182699,NW-C-2690-26,2026-06-30,Newly Discovered Dangers,St. Marys River,Shallow Depth Confirmed,4,-84.1089152,46.2647206,[],Shoal located in area bounded by: 46 15.883N 084 06.535W 46 15.889N 084 06.543W 46 15.893N 084 06.537W 46 15.887N 084 06.529W Depth: 8.4 metres In Force Shoals number CNA1178/26 refers.
182700,NW-C-2691-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0507-26,St. Marys River,Shallow Depth Confirmed,4,-84.1037214,46.2627784,[],Shoal located in area bounded by: 46 15.767N 084 06.223W 46 15.877N 084 06.382W 46 15.884N 084 06.372W 46 15.774N 084 06.213W Depth: 5.9 metres In Force Shoals number CNA1179/26 refers.
182701,NW-C-2692-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0508-26,St. Marys River,Shallow Depth Confirmed,4,-84.1036506796811,46.2612236145648,[],Shoal located in area bounded by: 46 15.673N 084 06.219W 46 15.674N 084 06.221W 46 15.675N 084 06.219W 46 15.674N 084 06.218W Depth: 8.3 metres In Force Shoals number CNA1180/26 refers.
